,Provider_Id,HoldingCompanyName,DBAName,ProviderName,num_block
766,44958,Marshall Municipal Utilities,Marshall Municipal Utilities,Marshall Municipal Utilities,695
767,44959,Verizon Communications Inc.,Verizon Washington DC Inc.,"Verizon Washington, DC Inc.",8486
768,44962,McClure Telephone Company,McClure Communications Corporation,McClure Communications Corporation dba M2X Communications,18
769,44963,"Amery Telcom, Inc.","Amery Telcom, Inc.",Amery Telcom Inc,1040
770,44964,"Bruce Telephone Company, Inc.","BRUCETEL COMMUNICATIONS, LLC",Bruce Telephone Company,548
771,44965,"Amery Telcom, Inc.","Northwest Community Communications, Inc.","Northwest Community Communications, Inc.",871
772,44966,La Motte Telephone Company,Andrew Telephone Company,"Andrew Telephone Company, Inc.",101
773,44967,"Baldwin Telecom, Inc.","Baldwin Telecom, Inc",Baldwin Telecom Inc,1393
774,44968,"Baldwin Telecom, Inc.","Baldwin Telecom, Inc","Baldwin Broadband, LLC",1393
775,44971,Madison Telephone Company,"Madison Telephone, LLC",Madison Telephone Company,493
776,44972,"Bernard Telephone Company, Inc.","Bernard Telephone Company, Inc.","Bernard Telephone Company, Inc.",408
777,44974,Bloomer Telephone Company,Bloomer Telephone Company,Bloomer Telephone Co,465
778,44975,Christensen Communications Company,Christensen Communications,Christensen Communications Co.,468
779,44976,"Smithville Holding Company, Inc.","Smithville Telecom, LLC","Smithville Telecom, Inc",451
780,44979,"Foothills Rural Telephone Cooperative Corporation, Inc.",Foothills Broadband,"Foothills Rural Telephone Coop. Corp., Inc.",2885
781,44980,McClure Telephone Company,McClure Telephone Company,"THE MCCLURE TELEPHONE COMPANY, INC. dba M2X Communications",224
782,44982,Harlan Municipal Utilities,HARLAN MUNICIPAL UTILITIES,Harlan Municipal Utilities,725
783,44985,"Telegia Communications, Inc.","Telegia Communications, Inc.",Telegia Communications Inc.,12816
784,44986,"Smithville Holding Company, Inc.","Rice Belt Telephone Company, Inc","Rice Belt Telephone Company, Inc.",100
785,44987,Wireless Investments LLC,Easy Net Wireless,Wireless Investments LLC,26
786,44989,"Crossville Consolidated Communications, Inc.",Crossville Telephone Company,Crossville Telephone Company,67
787,44990,Chester Telephone Company,Camden Corporate Investments,"Fairfield Communications, Inc.",849
788,44990,Chester Telephone Company,Fairfield Communications Inc,"Fairfield Communications, Inc.",989
789,44991,Mid-Hudson Cablevision Holdings Inc.,Mid-Hudson Data Corp.,Mid-Hudson Data Corp,5434
790,44992,"Byhalia.net, LLC",Byhalia.net  LLC,"Byhalia.net, LLC",3466
791,44993,Madison Telephone Company,"MT Networks, LLC","MT Networks, LLC",165
792,44994,Telecom West Inc.,Telecom West Inc.,Telecom West Inc.,272
793,44995,Chester Telephone Company,"Truvista Communications of Georgia, LLC","TruVista Communications of Georgia, LLC",1384
794,44997,Bolt Internet Inc.,Bolt Internet,Bolt Internet,6696
795,44998,"Critical Hub Networks, Inc.",OpticoFiber,"Critical Hub Networks, Inc.",2191
796,44999,Willard Telephone Company,Willard Telephone CO,Willard Telephone Company,69
797,45000,"Clear Lake Telephone Company, Inc.",Clear Lake Telephone Company,Clear Lake Telephone Co Inc,256
798,45001,"Ozarks Electric Cooperative, Inc.",OzarksGo,Mr,2224
799,45002,Clear Lake Telephone Company,NextGen Communications,NEXTGEN Communications LLC,134
800,45003,Epic Touch Company,Epic Touch Co,"Elkhart Telephone Co., Inc.",677
801,45004,Farmers Independent Telephone Company,Grantsburg Telecom,Farmers Independent Telephone Company,751
802,45005,Farmers Independent Telephone Company,Grantsburg Telcom,"Grantsburg Telcom, Inc.",51
803,45006,"LaHarpe Telephone Company, Inc. (KS)",New Wave Broadband,La Harpe Communications Inc,13
804,45007,Grand Mound Cooperative Telephone Association,Grand Mound Cooperative Telephone Association,Grand Mound Cooperative Telephone Association,507
805,45008,Glasford Telephone Company,Glasford Telephone Company,GLASFORD TELEPHONE COMPANY,172
806,45009,Grand Mound Cooperative Telephone Association,Grand Mound Cooperative Telephone Association,Grand Mound Cooperative Telephone Association,294
807,45012,Harmony Telephone Company,Harmony Telephone Company,Harmony Telephone Company,322
808,45013,"United Telephone Association, Inc.",United Telephone Association,United Telephone Assn Inc,3163
809,45013,"United Telephone Association, Inc.","United Telephone Association, Inc.",United Telephone Assn Inc,2078
810,45015,"United Telephone Association, Inc.",United Communications Association,United Communications Association Inc,544
811,45016,"Cunningham Management, Inc.","Cunningham Telephone Co., Inc.","Cunningham Telephone Co., Inc.",1565
812,45017,"United Telephone Association, Inc.",United Wireless Communications,"United Wireless Communications, Inc.",23923
813,45019,La Motte Telephone Company,La Motte Telephone Company,"La Motte Telephone Company, Inc.",137
814,45021,Lismore Cooperative Telephone Company,Lismore Cooperative Telephone Company,LISMORE COOPERATIVE TELEPHONE CO,138
815,45022,Lismore Cooperative Telephone Company,Lismore Cooperative Telephone Company,LISMORE COOPERATIVE TELEPHONE CO,1106
816,45023,Mabel Cooperative Telephone Company,Mabel CO-OP Telephone,Mabel Cooperative Telephone Company,666
817,45024,"Marquette-Adams Telephone Cooperative, Inc.",Marquette-Adams Telephone,"Marquette-Adams Telephone Cooperative, Inc.",851
818,45026,Mechanicsville Telephone Company,Mechanicsville Telephone Company,Mechanicsville Telephone Company,43
819,45027,Mechanicsville Telephone Company,Mechanicsville Telephone Company,Mechanicsville Telephone Company,217
820,45031,Minford Telephone Company,Falcon1,Minford Telephone Company,725
821,45034,Nelson Telephone Cooperative,Chippewa Valley Cable Inc.,Chippewa Valley Cable Inc.,219
822,45036,"New Ulm Telecom, Inc.",NU-Telecom,"New Ulm Telecom, Inc.",2982
823,45038,"VOLstate, Inc.",VolState,"VOLstate, Inc.",38
824,45039,Warp Networks Inc.,WARP,Warp Networks Inc.,129
825,45041,"New Ulm Telecom, Inc.",Nuvera Communications,NU Telecom Glencoe,614
826,45043,"HillBilly Wireless Internet, Inc.",Hillbilly Wireless,Frontier Computer Solutions,18024
827,45044,ZMP Holding Company,LR Communications,"L R Communications, Inc.",641
828,45045,ZMP Holding Company,LR Communications,Leaf River Telephone Company,147
829,45049,"Digital Agent, LLC",DigitalAgent,"Digital Agent, LLC",15814
830,45053,"Eastern Indiana WIFI, Inc.","Eastern Indiana WIFI,Inc.","Eastern Indiana WIFI,Inc.",263
831,45055,The Arthur Mutual Telephone Company,Arthur Mutual Telephone,ARTHUR MUTUAL TELEPHONE COMPANY,253
832,45062,Zulu Internet Inc.,Zulu Internet Inc,"Zulu Internet, Inc.",546
833,45065,A.C.T.S LLC,ACTS LLC,Brandon Rarick,81
834,45066,Precision Communications Inc.,PCI,PCI Broadband,12952
835,45067,"Karban TV Systems, Inc.",Karban TV Systems Inc,Karban TV Systems Inc.,499
836,45068,"TGM Pinnacle Network Solutions, LLC",Pinnacle Network Solutions,"TGM Pinnacle Network Solutions,  LLC",12224
837,45070,"Roll Call Security & Communications, LLC","Roll Call Security & Communications, LLC.","Roll Call Security & Communications, LLC",3721
838,45071,Innovative Tech Pros,ITPFIBER,ITP,1
839,45072,Razer Wireless Inc.,Razer Wireless Inc.,Razer Wireless Inc.,426
840,45073,"Desert iNET, LLC",Desert iNET,Desert inet,635
841,45080,"POPP.com, Inc.",POPP Communications,Popp Telcom Incorporated,1803
842,45081,Bays-ET High-Speed Internet Service,Bays-ET Highspeed Internet LLC,Bays ET Highspeed Internet Service,2142
843,45082,Erwin Utilities,ErwinFiber,Erwin Utilities,915
844,45085,"Myakka Communications, Inc.",Myakka Communications Inc.,"Myakka Communications, Inc.",257
845,45087,Skyline Telephone Membership Corporation,"SkyBest Communications, Inc.","SkyBest Communications, Inc.",467
846,45088,"ANTS-Technology, Inc.","ANTS-Technology, Inc.","ANTS-Technology, Inc.",148
847,45089,"Anne Arundel Broadband, LLC",Anne Arundel Broadband,"Anne Arundel Broadband, LLC",206
848,45092,"TelAtlantic, Inc.",OnlineZenda,ZendaTelephone Company Inc,73
849,45093,"KC Online, Inc.",KC Online,"KC Online, Inc.",1
850,45096,"Townes Telecommunications, Inc.",Northeast Florida Telephone Co,Northeast Florida Telephone Company,838
851,45097,Sand Creek Communications Company,Sand Creek Internet Company,Sand Creek Telephone Company,276
852,45098,Kingsburg Media Foundation,Kingsburg Media Foundation,Kingsburg Media Foundation,162
853,45100,"Fast-Air Internet, Inc.","Fast-Air Internet, Inc.","Fast-Air Internet, Inc.",408
854,45102,"RadioWire.net, Inc.",RadioWire.net,RadioWire.net,1148
855,45105,Taloga Cable,Taloga Cable,Taloga Cable,1
856,45108,Fayetteville Public Utilities,FayettevillePublicUtilities,Fayetteville  Public Utilities,3
857,45111,Saddleback Communications Inc.,Saddleback Communications,Saddleback Communications,412
858,45112,MicroTek-Solutions LLC,MicroTek-Solutions LLC,MicroTek-Solutions LLC,54
859,45113,Webhiway Communications LLC,Webhiway Communications LLC,John Olson,34
860,45116,Mille Lacs Energy Cooperative,Mille Lacs Energy Cooperative,Mille Lacs Electric Cooperative,48
861,45117,Chester Telephone Company,Chester Telephone Company,Chester Telephone Company,2129
862,45118,Skylink Wireless Internet LLC,Skylink Wireless Internet LLC,Skylink Wireless Internet LLC,1258
863,45121,Monroe Telephone Company,MOnroe Telephone Company,MOnroe Telephone Company,168
864,45125,RHMD LLC,GlobalVision,Globalvision,53
865,45127,"Prairie Hills Wireless, LLC",Prairie Hills Wireless LLC,"Prairie Hills Wireless, LLC",806
866,45129,"Centre TV, Inc.",Centre TV Cable,"Centre TV, Inc.",217
867,45130,"West Wisconsin Telcom Cooperative, Inc.",West Wisconsin Telcom Cooperative Inc,West Wisconsin Telcom Cooperative Inc,1147
868,45134,ALSAT Wireless,Alsat Wireless,"ALSAT Home Electronics, LLC",426
869,45138,The Ottoville Mutual Telephone Company,Ottoville Mutual Telephone Company,Ottoville Mutual Telephone Company,464
870,45139,SyncWave LLC,SyncWave LLC,Mason,553
871,45140,Hamilton County Telephone Co-Op,Futiva LLC,"Futiva, LLC",378
872,45141,JC Mickelson Inc.,NeboNet.com,JC Mickelson Inc. DBA Nebonet.com,351
873,45143,"Peoples Telecommunications, LLC","Peoples Telecommunications, LLC","Peoples Telecommunications, LLC",1668
874,45144,"Community Internet Systems, Inc.","Wire Free Nebraska, Inc./Community Internet Systems, Inc.","Wire Free Nebraska, Inc./Community Internet Systems, Inc.",289
875,45145,"RiverStreet Management Services, LLC",ETCOM,"ETCOM, LLC dba RiverStreet Networks",463
876,45146,"Peoples Telecommunications, LLC",Peoples Services LLC,Peoples Services LLC,556
877,45147,"RiverStreet Management Services, LLC",Ellerbe Telephone Company,Ellerbe Telephone Company d/b/a RiverStreet Networks,361
878,45149,"Hawaii Dialogix Telecom, LLC",Hawaii Dialogix Telecom LLC,Hawaii Dialogix Telecom LLC,180
879,45151,"Townes Telecommunications, Inc.",Pymatuning Independent Telephone Company,Pymatuning Independent Telephone Company,266
880,45152,"Golden Wheat, Inc.","Wheat State Telephone, Inc.","Wheat State Telephone, Inc.",1502
881,45153,"McNabb Communications, Inc.",MCNABB TELEPHONE COMPANY,McNabb Telephone Company,100
882,45154,"Townes Telecommunications, Inc.",Pymatuning Independent Telephone Company,Pymatuning Independent Telephone Company,109
883,45155,"Laurel Highland Total Communications, Inc.",Yukon Waltz Telephone Company,Yukon-Waltz Telephone Company,165
884,45156,"United Communications Systems, Inc.",Call One Inc,"Call One, Inc.",907
885,45157,Signal West LLC,Signal West LLC,Signal West LLC,74
886,45158,M3COM of Virginia,M3COM of Virginia,M3COM of Virginia,4
887,45160,"KC Web, Inc.",KC Web,"KC Web, Inc.",9714
888,45161,"Range Telephone Cooperative, Inc.","Dubois Telephone Exchange, Inc.","Dubois Telephone Exchange, Inc.",809
889,45162,"US Signal Company, LLC",US Signal Company,"US Signal Company, LLC",45686
890,45166,City of LaGrange,City of LaGrange,"City of LaGrange, Georgia",208
891,45167,"First Communications, LLC","First Communications, LLC","First Communications, LLC",4180
892,45168,IAMO Telephone Company,IAMO Telephone Company,IAMO Telephone Company,141
893,45170,"Skywave Wireless, Inc.","Skywave Wireless, Inc.","Skywave Wireless, Inc.",4074
894,45173,AirLink Internet Services,AirLink Internet Services,AirLink Internet Services,11724
895,45175,The Peetz Cooperative Telephone Company,The Peetz Cooperative Telephone Company,The Peetz Cooperative Telephone Company,1414
896,45177,The Ottoville Mutual Telephone Company,Ottoville Mutual Telephone Company,Ottoville Mutual Telephone Company,22
897,45180,"Northeast Communications of Wisconsin, Inc.",Bayland Telephone Company,"NORTHEAST TELEPHONE COMPANY, INC.",392
898,45180,"Northeast Communications of Wisconsin, Inc.",Lakefield Telephone Company,"NORTHEAST TELEPHONE COMPANY, INC.",281
899,45180,"Northeast Communications of Wisconsin, Inc.",Niagara Telephone Company,"NORTHEAST TELEPHONE COMPANY, INC.",770
900,45180,"Northeast Communications of Wisconsin, Inc.",Northeast Telephone Company,"NORTHEAST TELEPHONE COMPANY, INC.",705
901,45181,"Postco, Inc.",ITS Fiber,"ITS Fiber, LLC",48
902,45182,"Northeast Communications of Wisconsin, Inc.",Cellcom,"Brown County CLEC, LLC",72364
903,45182,"Northeast Communications of Wisconsin, Inc.",Lakefield Telephone Company,"Brown County CLEC, LLC",387
904,45182,"Northeast Communications of Wisconsin, Inc.",Nsight,"Brown County CLEC, LLC",7490
905,45182,"Northeast Communications of Wisconsin, Inc.",Nsight Telservices,"Brown County CLEC, LLC",376
906,45183,"Chaffee County Telecom, LLC",Colorado Central Telecom,"Chaffee County Telecom, LLC",821
907,45185,"Golden West Telecommunications Cooperative, Inc.",Golden West Cablevision,"Golden West Cablevision, Inc.",2472
908,45186,Roome Telecommunications Inc.,Roome Telecommunications Inc,Roome Telecommunications Inc,174
909,45188,UTMA,Turtle Mountain Communications,"Turtle Mountain Communications, Inc.",4859
910,45190,"Golden West Telecommunications Cooperative, Inc.",Golden West Telecommunications,"Golden West Telecommunications Cooperative, Inc.",22838
911,45191,Colton Telephone Company,Colton Telephone Company,Colton Telephone  Company,132
912,45193,"Cable Services, Inc.",CableServicesInc,"Cable Services, inc.",1372
913,45194,Templeton Telephone Company,templetontele,templeton telephone co,176
914,45196,"Colorado Valley Telephone Cooperative, Inc.","Colorado Valley Telephone Cooperative, Inc.","Colorado Valley Telephone Cooperative, Inc.",2194
915,45197,Pioneer Telephone Holding Company,Pioneer Telephone Company,Pioneer Telephone Company,176
916,45198,Monitor Cooperative Telephone Company,Monitor Cooperative Telephone Company,Monitor Cooperative Telephone Company,176
917,45199,"New Windsor Communications, Inc.",New Windsor Cable TV,"New Windsor Cable TV, Inc.",29
918,45200,"New Windsor Communications, Inc.",New Windsor Telephone Company,New Windsor Telephone Company,123
919,45201,City of Burbank/Burbank Water and Power,ONE Burbank,COB/BWP - One Burbank,66
920,45202,"IPacket Networks, LLC",Ipacket Networks LLC,"IPacket Networks, LLC",28
921,45203,Stelle Telephone Company,Stelle Telephone Company,Stelle Telephone Company,2
922,45205,Slopeside Internet LLC,Slopeside,Slopeside Internet LLC,51
923,45207,"IT&E Pacifica, Inc.",PTI Pacifica Inc.,Micronesian Telecomm. Corp,3190
924,45214,"Townes Telecommunications, Inc.",Walnut Hill Telephone Co,Walnut Hill Telephone Company,1381
925,45216,Union River Telephone Company,Rivah.Net,Union River Telephone Company,351
926,45218,"AgPro Wireless, LLC",AgPro Wireless LLC,"AgPro Wireless, LLC",6874
927,45219,"Sunflower Enterprises, Inc.",Lakeside Telephone Company,Lakeside Telephone Company,63
928,45220,"Skyrunner, Inc.","Skyrunner, Inc","Skyrunner, Inc",1671
929,45221,Veracity Networks,Veracity Networks,Veracity Networks,8842
930,45222,"Arx Technologies, LLC",Arx Web,"Arx Technologies, LLC",29
931,45224,Crown Castle International Corp.,Fibernet Direct Texas LLC,Fibernet Direct Texas LLC,51
932,45225,Midvale Telephone Exchange,Midvale Telephone Company,Midvale Telephone Company,1580
933,45227,"Sunflower Enterprises, Inc.","Sledge Telephone Company, Inc.","Sledge Telephone Company, Inc.",153
934,45228,Capshaw Enterprises,Crossroads WiFi,Capshaw Enterprises,197
935,45229,Crown Castle International Corp.,Fibernet Direct Florida LLC,Fibernet Direct Florida LLC,1113
936,45231,LICT Corporation,Cuba City Telephone Exchange Co,Cuba City Telephone Exchange Co,463
